BIPA	GRAPHEME	FEATURES	SYMBOLS
ʑˤː	ʑːˤ	-syl -son +cons +cont +delrel -lat -nas +voi -sg -cg -ant +cor +distr -lab +hi +lo +back -round -velaric +long	◌ʑ ◌ˤ ◌ː
ʑˤː	ʑˤː	-syl -son +cons +cont +delrel -lat -nas +voi -sg -cg -ant +cor +distr -lab +hi +lo +back -round -velaric +long	◌ʑ ◌ˤ ◌ː
ʑ̃	ʑ̃	-syl -son +cons +cont +delrel -lat +nas +voi -sg -cg -ant +cor +distr -lab +hi -lo -back -round -velaric -long	◌ʑ ◌̃
ʑ̃ː	ʑ̃ː	-syl -son +cons +cont +delrel -lat +nas +voi -sg -cg -ant +cor +distr -lab +hi -lo -back -round -velaric +long	◌ʑ ◌̃ ◌ː
ʑ̃ˤ	ʑ̃ˤ	-syl -son +cons +cont +delrel -lat +nas +voi -sg -cg -ant +cor +distr -lab +hi +lo +back -round -velaric -long	◌ʑ ◌̃ ◌ˤ
ʑ̝	ʑ̝	-syl -son +cons +cont +delrel -lat -nas +voi -sg -cg -ant +cor +distr -lab +hi -lo -back -round -velaric -long	◌ʑ ◌̝
ʑ̞	ʑ̞	-syl -son +cons +cont +delrel -lat -nas +voi -sg -cg -ant +cor +distr -lab +hi -lo -back -round -velaric -long	◌ʑ ◌̞
ʑ̟	ʑ̟	-syl -son +cons +cont +delrel -lat -nas +voi -sg -cg -ant +cor +distr -lab +hi -lo -back -round -velaric -long	◌ʑ ◌̟
ʑ̠	ʑ̠	-syl -son +cons +cont +delrel -lat -nas +voi -sg -cg -ant +cor +distr -lab +hi -lo -back -round -velaric -long	◌ʑ ◌̠
ʑ̰	ʑ̰	-syl -son +cons +cont +delrel -lat -nas +voi -sg +cg -ant +cor +distr -lab +hi -lo -back -round -velaric -long	◌ʑ ◌̰
ʑ̰ʲ	ʑ̰ʲ	-syl -son +cons +cont +delrel -lat -nas +voi -sg +cg -ant +cor +distr -lab +hi -lo -back -round -velaric -long	◌ʑ ◌̰ ◌ʲ
ʑ̰ʷ	ʑ̰ʷ	-syl -son +cons +cont +delrel -lat -nas +voi -sg +cg -ant +cor +distr -lab +hi -lo +back +round -velaric -long	◌ʑ ◌̰ ◌ʷ
ʑ̰ː	ʑ̰ː	-syl -son +cons +cont +delrel -lat -nas +voi -sg +cg -ant +cor +distr -lab +hi -lo -back -round -velaric +long	◌ʑ ◌̰ ◌ː
ʑ̰ˠ	ʑ̰ˠ	-syl -son +cons +cont +delrel -lat -nas +voi -sg +cg -ant +cor +distr -lab +hi -lo +back -round -velaric -long	◌ʑ ◌̰ ◌ˠ
ʑ̰ˤ	ʑ̰ˤ	-syl -son +cons +cont +delrel -lat -nas +voi -sg +cg -ant +cor +distr -lab +hi +lo +back -round -velaric -long	◌ʑ ◌̰ ◌ˤ
ʑ̰̃	ʑ̰̃	-syl -son +cons +cont +delrel -lat +nas +voi -sg +cg -ant +cor +distr -lab +hi -lo -back -round -velaric -long	◌ʑ ◌̰ ◌̃
ʑ̺	ʑ̺	-syl -son +cons +cont +delrel -lat -nas +voi -sg -cg -ant +cor -distr -lab +hi -lo -back -round -velaric -long	◌ʑ ◌̺
ʑ̻	ʑ̻	-syl -son +cons +cont +delrel -lat -nas +voi -sg -cg -ant +cor +distr -lab +hi -lo -back -round -velaric -long	◌ʑ ◌̻
ʑᶣ	ʑᶣ	-syl -son +cons +cont +delrel -lat -nas +voi -sg -cg -ant +cor +distr -lab +hi -lo -back +round -velaric -long	◌ʑ ◌ᶣ
ʒ	ʒ	-syl -son +cons +cont -delrel -lat -nas +voi -sg -cg -ant +cor +distr -lab -hi -lo -back -round -velaric -long	◌ʒ
ʒʱ	ʒ̤	-syl -son +cons +cont -delrel -lat -nas +voi +sg -cg -ant +cor +distr -lab -hi -lo -back -round -velaric -long	◌ʒ ◌ʱ
ʒʱː	ʒ̤ː	-syl -son +cons +cont -delrel -lat -nas +voi +sg -cg -ant +cor +distr -lab -hi -lo -back -round -velaric +long	◌ʒ ◌ʱ ◌ː
ʒʲ	ʒʲ	-syl -son +cons +cont -delrel -lat -nas +voi -sg -cg -ant +cor +distr -lab +hi -lo -back -round -velaric -long	◌ʒ ◌ʲ
ʒʲʱ	ʒ̤ʲ	-syl -son +cons +cont -delrel -lat -nas +voi +sg -cg -ant +cor +distr -lab +hi -lo -back -round -velaric -long	◌ʒ ◌ʲ ◌ʱ
ʒʲʷ	ʒʲʷ	-syl -son +cons +cont -delrel -lat -nas +voi -sg -cg -ant +cor +distr -lab +hi -lo +back +round -velaric -long	◌ʒ ◌ʲ ◌ʷ
ʒʲː	ʒʲː	-syl -son +cons +cont -delrel -lat -nas +voi -sg -cg -ant +cor +distr -lab +hi -lo -back -round -velaric +long	◌ʒ ◌ʲ ◌ː
ʒʲː	ʒːʲ	-syl -son +cons +cont -delrel -lat -nas +voi -sg -cg -ant +cor +distr -lab +hi -lo -back -round -velaric +long	◌ʒ ◌ʲ ◌ː
ʒʷ	ʒʷ	-syl -son +cons +cont -delrel -lat -nas +voi -sg -cg -ant +cor +distr -lab +hi -lo +back +round -velaric -long	◌ʒ ◌ʷ
ʒʷʱ	ʒ̤ʷ	-syl -son +cons +cont -delrel -lat -nas +voi +sg -cg -ant +cor +distr -lab +hi -lo +back +round -velaric -long	◌ʒ ◌ʷ ◌ʱ
ʒʷˀ	ʒʷˀ	-syl -son +cons +cont -delrel -lat -nas +voi -sg +cg -ant +cor +distr -lab +hi -lo +back +round -velaric -long	◌ʒ ◌ʷ ◌ˀ
ʒʷː	ʒʷː	-syl -son +cons +cont -delrel -lat -nas +voi -sg -cg -ant +cor +distr -lab +hi -lo +back +round -velaric +long	◌ʒ ◌ʷ ◌ː
ʒʷː	ʒːʷ	-syl -son +cons +cont -delrel -lat -nas +voi -sg -cg -ant +cor +distr -lab +hi -lo +back +round -velaric +long	◌ʒ ◌ʷ ◌ː
ʒʷˠ	ʒʷˠ	-syl -son +cons +cont -delrel -lat -nas +voi -sg -cg -ant +cor +distr -lab +hi -lo +back +round -velaric -long	◌ʒ ◌ʷ ◌ˠ
ʒʷˤ	ʒʷˤ	-syl -son +cons +cont -delrel -lat -nas +voi -sg -cg -ant +cor +distr -lab +hi +lo +back +round -velaric -long	◌ʒ ◌ʷ ◌ˤ
ʒˀ	ʒˀ	-syl -son +cons +cont -delrel -lat -nas +voi -sg +cg -ant +cor +distr -lab -hi -lo -back -round -velaric -long	◌ʒ ◌ˀ
ʒː	ʒː	-syl -son +cons +cont -delrel -lat -nas +voi -sg -cg -ant +cor +distr -lab -hi -lo -back -round -velaric +long	◌ʒ ◌ː
ʒˠ	ʒˠ	-syl -son +cons +cont -delrel -lat -nas +voi -sg -cg -ant +cor +distr -lab +hi -lo +back -round -velaric -long	◌ʒ ◌ˠ
ʒˠʱ	ʒ̤ˠ	-syl -son +cons +cont -delrel -lat -nas +voi +sg -cg -ant +cor +distr -lab +hi -lo +back -round -velaric -long	◌ʒ ◌ˠ ◌ʱ
ʒˠː	ʒːˠ	-syl -son +cons +cont -delrel -lat -nas +voi -sg -cg -ant +cor +distr -lab +hi -lo +back -round -velaric +long	◌ʒ ◌ˠ ◌ː
ʒˤ	ʒˤ	-syl -son +cons +cont -delrel -lat -nas +voi -sg -cg -ant +cor +distr -lab -hi +lo +back -round -velaric -long	◌ʒ ◌ˤ
ʒˤʱ	ʒ̤ˤ	-syl -son +cons +cont -delrel -lat -nas +voi +sg -cg -ant +cor +distr -lab -hi +lo +back -round -velaric -long	◌ʒ ◌ˤ ◌ʱ
ʒˤː	ʒːˤ	-syl -son +cons +cont -delrel -lat -nas +voi -sg -cg -ant +cor +distr -lab -hi +lo +back -round -velaric +long	◌ʒ ◌ˤ ◌ː
ʒˤː	ʒˤː	-syl -son +cons +cont -delrel -lat -nas +voi -sg -cg -ant +cor +distr -lab -hi +lo +back -round -velaric +long	◌ʒ ◌ˤ ◌ː
ʒ̃	ʒ̃	-syl -son +cons +cont -delrel -lat +nas +voi -sg -cg -ant +cor +distr -lab -hi -lo -back -round -velaric -long	◌ʒ ◌̃
ʒ̃ː	ʒ̃ː	-syl -son +cons +cont -delrel -lat +nas +voi -sg -cg -ant +cor +distr -lab -hi -lo -back -round -velaric +long	◌ʒ ◌̃ ◌ː
ʒ̃ˤ	ʒ̃ˤ	-syl -son +cons +cont -delrel -lat +nas +voi -sg -cg -ant +cor +distr -lab -hi +lo +back -round -velaric -long	◌ʒ ◌̃ ◌ˤ
ʒ̍	ʒ̩	+syl -son +cons +cont -delrel -lat -nas +voi -sg -cg -ant +cor +distr -lab -hi -lo -back -round -velaric -long	◌ʒ ◌̍
ʒ̝	ʒ̝	-syl -son +cons +cont -delrel -lat -nas +voi -sg -cg -ant +cor +distr -lab -hi -lo -back -round -velaric -long	◌ʒ ◌̝
ʒ̞	ʒ̞	-syl -son +cons +cont -delrel -lat -nas +voi -sg -cg -ant +cor +distr -lab -hi -lo -back -round -velaric -long	◌ʒ ◌̞
ʒ̟	ʒ̟	-syl -son +cons +cont -delrel -lat -nas +voi -sg -cg -ant +cor +distr -lab -hi -lo -back -round -velaric -long	◌ʒ ◌̟
ʒ̠	ʒ̠	-syl -son +cons +cont -delrel -lat -nas +voi -sg -cg -ant +cor +distr -lab -hi -lo -back -round -velaric -long	◌ʒ ◌̠
ʒ̰	ʒ̰	-syl -son +cons +cont -delrel -lat -nas +voi -sg +cg -ant +cor +distr -lab -hi -lo -back -round -velaric -long	◌ʒ ◌̰
ʒ̰ʲ	ʒ̰ʲ	-syl -son +cons +cont -delrel -lat -nas +voi -sg +cg -ant +cor +distr -lab +hi -lo -back -round -velaric -long	◌ʒ ◌̰ ◌ʲ
ʒ̰ʷ	ʒ̰ʷ	-syl -son +cons +cont -delrel -lat -nas +voi -sg +cg -ant +cor +distr -lab +hi -lo +back +round -velaric -long	◌ʒ ◌̰ ◌ʷ
ʒ̰ː	ʒ̰ː	-syl -son +cons +cont -delrel -lat -nas +voi -sg +cg -ant +cor +distr -lab -hi -lo -back -round -velaric +long	◌ʒ ◌̰ ◌ː
ʒ̰ˠ	ʒ̰ˠ	-syl -son +cons +cont -delrel -lat -nas +voi -sg +cg -ant +cor +distr -lab +hi -lo +back -round -velaric -long	◌ʒ ◌̰ ◌ˠ
ʒ̰ˤ	ʒ̰ˤ	-syl -son +cons +cont -delrel -lat -nas +voi -sg +cg -ant +cor +distr -lab -hi +lo +back -round -velaric -long	◌ʒ ◌̰ ◌ˤ
ʒ̰̃	ʒ̰̃	-syl -son +cons +cont -delrel -lat +nas +voi -sg +cg -ant +cor +distr -lab -hi -lo -back -round -velaric -long	◌ʒ ◌̰ ◌̃
ʒ̺	ʒ̺	-syl -son +cons +cont -delrel -lat -nas +voi -sg -cg -ant +cor -distr -lab -hi -lo -back -round -velaric -long	◌ʒ ◌̺
ʒ̻	ʒ̻	-syl -son +cons +cont -delrel -lat -nas +voi -sg -cg -ant +cor +distr -lab -hi -lo -back -round -velaric -long	◌ʒ ◌̻
ʒᶣ	ʒᶣ	-syl -son +cons +cont -delrel -lat -nas +voi -sg -cg -ant +cor +distr -lab +hi -lo -back +round -velaric -long	◌ʒ ◌ᶣ
ʔ	ʔ	-syl +son -cons -cont -delrel -lat -nas -voi -sg +cg -ant -cor -lab -hi -lo -back -round -velaric -long	◌ʔ
ʔʲ	ʔʲ	-syl +son -cons -cont -delrel -lat -nas -voi -sg +cg -ant -cor -lab +hi -lo -back -round -velaric -long	◌ʔ ◌ʲ
ʔʲʷ	ʔʲʷ	-syl +son -cons -cont -delrel -lat -nas -voi -sg +cg -ant -cor -lab +hi -lo +back +round -velaric -long	◌ʔ ◌ʲ ◌ʷ
ʔʲː	ʔʲː	-syl +son -cons -cont -delrel -lat -nas -voi -sg +cg -ant -cor -lab +hi -lo -back -round -velaric +long	◌ʔ ◌ʲ ◌ː
ʔʲː	ʔːʲ	-syl +son -cons -cont -delrel -lat -nas -voi -sg +cg -ant -cor -lab +hi -lo -back -round -velaric +long	◌ʔ ◌ʲ ◌ː
ʔʷ	ʔʷ	-syl +son -cons -cont -delrel -lat -nas -voi -sg +cg -ant -cor -lab +hi -lo +back +round -velaric -long	◌ʔ ◌ʷ
ʔʷː	ʔʷː	-syl +son -cons -cont -delrel -lat -nas -voi -sg +cg -ant -cor -lab +hi -lo +back +round -velaric +long	◌ʔ ◌ʷ ◌ː
ʔʷː	ʔːʷ	-syl +son -cons -cont -delrel -lat -nas -voi -sg +cg -ant -cor -lab +hi -lo +back +round -velaric +long	◌ʔ ◌ʷ ◌ː
ʔʷˠ	ʔʷˠ	-syl +son -cons -cont -delrel -lat -nas -voi -sg +cg -ant -cor -lab +hi -lo +back +round -velaric -long	◌ʔ ◌ʷ ◌ˠ
ʔʷˤ	ʔʷˤ	-syl +son -cons -cont -delrel -lat -nas -voi -sg +cg -ant -cor -lab +hi +lo +back +round -velaric -long	◌ʔ ◌ʷ ◌ˤ
ʔː	ʔː	-syl +son -cons -cont -delrel -lat -nas -voi -sg +cg -ant -cor -lab -hi -lo -back -round -velaric +long	◌ʔ ◌ː
ʔˠ	ʔˠ	-syl +son -cons -cont -delrel -lat -nas -voi -sg +cg -ant -cor -lab +hi -lo +back -round -velaric -long	◌ʔ ◌ˠ
ʔˠː	ʔːˠ	-syl +son -cons -cont -delrel -lat -nas -voi -sg +cg -ant -cor -lab +hi -lo +back -round -velaric +long	◌ʔ ◌ˠ ◌ː
ʔˤː	ʔːˤ	-syl +son -cons -cont -delrel -lat -nas -voi -sg +cg -ant -cor -lab -hi +lo +back -round -velaric +long	◌ʔ ◌ˤ ◌ː
ʔ̟	ʔ̟	-syl +son -cons -cont -delrel -lat -nas -voi -sg +cg -ant -cor -lab -hi -lo -back -round -velaric -long	◌ʔ ◌̟
ʔ̠	ʔ̠	-syl +son -cons -cont -delrel -lat -nas -voi -sg +cg -ant -cor -lab -hi -lo -back -round -velaric -long	◌ʔ ◌̠
ʔᶣ	ʔᶣ	-syl +son -cons -cont -delrel -lat -nas -voi -sg +cg -ant -cor -lab +hi -lo -back +round -velaric -long	◌ʔ ◌ᶣ
ʕ	ʕ	-syl -son +cons +cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab -hi +lo +back -round -velaric -long	◌ʕ
ʕʱ	ʕ̤	-syl -son +cons +cont -delrel -lat -nas +voi +sg -cg -ant -cor -lab -hi +lo +back -round -velaric -long	◌ʕ ◌ʱ
ʕʱː	ʕ̤ː	-syl -son +cons +cont -delrel -lat -nas +voi +sg -cg -ant -cor -lab -hi +lo +back -round -velaric +long	◌ʕ ◌ʱ ◌ː
ʕʲ	ʕʲ	-syl -son +cons +cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab +hi +lo -back -round -velaric -long	◌ʕ ◌ʲ
ʕʲʱ	ʕ̤ʲ	-syl -son +cons +cont -delrel -lat -nas +voi +sg -cg -ant -cor -lab +hi +lo -back -round -velaric -long	◌ʕ ◌ʲ ◌ʱ
ʕʲʷ	ʕʲʷ	-syl -son +cons +cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab +hi +lo +back +round -velaric -long	◌ʕ ◌ʲ ◌ʷ
ʕʲː	ʕʲː	-syl -son +cons +cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab +hi +lo -back -round -velaric +long	◌ʕ ◌ʲ ◌ː
ʕʲː	ʕːʲ	-syl -son +cons +cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab +hi +lo -back -round -velaric +long	◌ʕ ◌ʲ ◌ː
ʕʷ	ʕʷ	-syl -son +cons +cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab +hi +lo +back +round -velaric -long	◌ʕ ◌ʷ
ʕʷʱ	ʕ̤ʷ	-syl -son +cons +cont -delrel -lat -nas +voi +sg -cg -ant -cor -lab +hi +lo +back +round -velaric -long	◌ʕ ◌ʷ ◌ʱ
ʕʷˀ	ʕʷˀ	-syl -son +cons +cont -delrel -lat -nas +voi -sg +cg -ant -cor -lab +hi +lo +back +round -velaric -long	◌ʕ ◌ʷ ◌ˀ
ʕʷː	ʕʷː	-syl -son +cons +cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab +hi +lo +back +round -velaric +long	◌ʕ ◌ʷ ◌ː
ʕʷː	ʕːʷ	-syl -son +cons +cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab +hi +lo +back +round -velaric +long	◌ʕ ◌ʷ ◌ː
ʕʷˠ	ʕʷˠ	-syl -son +cons +cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab +hi +lo +back +round -velaric -long	◌ʕ ◌ʷ ◌ˠ
ʕʷˤ	ʕʷˤ	-syl -son +cons +cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab +hi +lo +back +round -velaric -long	◌ʕ ◌ʷ ◌ˤ
ʕˀ	ʕˀ	-syl -son +cons +cont -delrel -lat -nas +voi -sg +cg -ant -cor -lab -hi +lo +back -round -velaric -long	◌ʕ ◌ˀ
ʕː	ʕː	-syl -son +cons +cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab -hi +lo +back -round -velaric +long	◌ʕ ◌ː
ʕˠ	ʕˠ	-syl -son +cons +cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab +hi +lo +back -round -velaric -long	◌ʕ ◌ˠ
ʕˠʱ	ʕ̤ˠ	-syl -son +cons +cont -delrel -lat -nas +voi +sg -cg -ant -cor -lab +hi +lo +back -round -velaric -long	◌ʕ ◌ˠ ◌ʱ
ʕˠː	ʕːˠ	-syl -son +cons +cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab +hi +lo +back -round -velaric +long	◌ʕ ◌ˠ ◌ː
ʕˤʱ	ʕ̤ˤ	-syl -son +cons +cont -delrel -lat -nas +voi +sg -cg -ant -cor -lab -hi +lo +back -round -velaric -long	◌ʕ ◌ˤ ◌ʱ
ʕˤː	ʕːˤ	-syl -son +cons +cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab -hi +lo +back -round -velaric +long	◌ʕ ◌ˤ ◌ː
ʕ̃	ʕ̃	-syl -son +cons +cont -delrel -lat +nas +voi -sg -cg -ant -cor -lab -hi +lo +back -round -velaric -long	◌ʕ ◌̃
ʕ̃ː	ʕ̃ː	-syl -son +cons +cont -delrel -lat +nas +voi -sg -cg -ant -cor -lab -hi +lo +back -round -velaric +long	◌ʕ ◌̃ ◌ː
ʕ̃ˤ	ʕ̃ˤ	-syl -son +cons +cont -delrel -lat +nas +voi -sg -cg -ant -cor -lab -hi +lo +back -round -velaric -long	◌ʕ ◌̃ ◌ˤ
ʕ̝	ʕ̝	-syl -son +cons +cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab -hi +lo +back -round -velaric -long	◌ʕ ◌̝
ʕ̞	ʕ̞	-syl -son +cons +cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab -hi +lo +back -round -velaric -long	◌ʕ ◌̞
ʕ̟	ʕ̟	-syl -son +cons +cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab -hi +lo +back -round -velaric -long	◌ʕ ◌̟
ʕ̠	ʕ̠	-syl -son +cons +cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab -hi +lo +back -round -velaric -long	◌ʕ ◌̠
ʕ̩	ʕ̩	+syl -son +cons +cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab -hi +lo +back -round -velaric -long	◌ʕ ◌̩
ʕ̰	ʕ̰	-syl -son +cons +cont -delrel -lat -nas +voi -sg +cg -ant -cor -lab -hi +lo +back -round -velaric -long	◌ʕ ◌̰
ʕ̰ʲ	ʕ̰ʲ	-syl -son +cons +cont -delrel -lat -nas +voi -sg +cg -ant -cor -lab +hi +lo -back -round -velaric -long	◌ʕ ◌̰ ◌ʲ
ʕ̰ʷ	ʕ̰ʷ	-syl -son +cons +cont -delrel -lat -nas +voi -sg +cg -ant -cor -lab +hi +lo +back +round -velaric -long	◌ʕ ◌̰ ◌ʷ
ʕ̰ː	ʕ̰ː	-syl -son +cons +cont -delrel -lat -nas +voi -sg +cg -ant -cor -lab -hi +lo +back -round -velaric +long	◌ʕ ◌̰ ◌ː
ʕ̰ˠ	ʕ̰ˠ	-syl -son +cons +cont -delrel -lat -nas +voi -sg +cg -ant -cor -lab +hi +lo +back -round -velaric -long	◌ʕ ◌̰ ◌ˠ
ʕ̰ˤ	ʕ̰ˤ	-syl -son +cons +cont -delrel -lat -nas +voi -sg +cg -ant -cor -lab -hi +lo +back -round -velaric -long	◌ʕ ◌̰ ◌ˤ
ʕ̰̃	ʕ̰̃	-syl -son +cons +cont -delrel -lat +nas +voi -sg +cg -ant -cor -lab -hi +lo +back -round -velaric -long	◌ʕ ◌̰ ◌̃
ʕᶣ	ʕᶣ	-syl -son +cons +cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab +hi +lo -back +round -velaric -long	◌ʕ ◌ᶣ
ʘ	ʘ	-syl -son +cons -cont -delrel -lat -nas -voi -sg -cg -cor +lab +hi -lo -round +velaric -long	◌ʘ
ʘʰ	ʘʰ	-syl -son +cons -cont -delrel -lat -nas -voi +sg -cg -cor +lab +hi -lo -round +velaric -long	◌ʘ ◌ʰ
ʘʰː	ʘʰː	-syl -son +cons -cont -delrel -lat -nas -voi +sg -cg -cor +lab +hi -lo -round +velaric +long	◌ʘ ◌ʰ ◌ː
ʘʲ	ʘʲ	-syl -son +cons -cont -delrel -lat -nas -voi -sg -cg -cor +lab +hi -lo -back -round +velaric -long	◌ʘ ◌ʲ
ʘʲʰ	ʘʰʲ	-syl -son +cons -cont -delrel -lat -nas -voi +sg -cg -cor +lab +hi -lo -back -round +velaric -long	◌ʘ ◌ʲ ◌ʰ
ʘʲʰ	ʘʲʰ	-syl -son +cons -cont -delrel -lat -nas -voi +sg -cg -cor +lab +hi -lo -back -round +velaric -long	◌ʘ ◌ʲ ◌ʰ
ʘʲʷ	ʘʲʷ	-syl -son +cons -cont -delrel -lat -nas -voi -sg -cg -cor +lab +hi -lo +back +round +velaric -long	◌ʘ ◌ʲ ◌ʷ
ʘʲʷʰ	ʘʲʷʰ	-syl -son +cons -cont -delrel -lat -nas -voi +sg -cg -cor +lab +hi -lo +back +round +velaric -long	◌ʘ ◌ʲ ◌ʷ ◌ʰ
ʘʲː	ʘʲː	-syl -son +cons -cont -delrel -lat -nas -voi -sg -cg -cor +lab +hi -lo -back -round +velaric +long	◌ʘ ◌ʲ ◌ː
ʘʲː	ʘːʲ	-syl -son +cons -cont -delrel -lat -nas -voi -sg -cg -cor +lab +hi -lo -back -round +velaric +long	◌ʘ ◌ʲ ◌ː
ʘʷ	ʘʷ	-syl -son +cons -cont -delrel -lat -nas -voi -sg -cg -cor +lab +hi -lo +back +round +velaric -long	◌ʘ ◌ʷ
ʘʷʰ	ʘʰʷ	-syl -son +cons -cont -delrel -lat -nas -voi +sg -cg -cor +lab +hi -lo +back +round +velaric -long	◌ʘ ◌ʷ ◌ʰ
ʘʷʰ	ʘʷʰ	-syl -son +cons -cont -delrel -lat -nas -voi +sg -cg -cor +lab +hi -lo +back +round +velaric -long	◌ʘ ◌ʷ ◌ʰ
ʘʷʰː	ʘʷʰː	-syl -son +cons -cont -delrel -lat -nas -voi +sg -cg -cor +lab +hi -lo +back +round +velaric +long	◌ʘ ◌ʷ ◌ʰ ◌ː
ʘʷˀ	ʘʷˀ	-syl -son +cons -cont -delrel -lat -nas -voi -sg +cg -cor +lab +hi -lo +back +round +velaric -long	◌ʘ ◌ʷ ◌ˀ
ʘʷː	ʘʷː	-syl -son +cons -cont -delrel -lat -nas -voi -sg -cg -cor +lab +hi -lo +back +round +velaric +long	◌ʘ ◌ʷ ◌ː
ʘʷː	ʘːʷ	-syl -son +cons -cont -delrel -lat -nas -voi -sg -cg -cor +lab +hi -lo +back +round +velaric +long	◌ʘ ◌ʷ ◌ː
ʘʷˠ	ʘʷˠ	-syl -son +cons -cont -delrel -lat -nas -voi -sg -cg -cor +lab +hi -lo +back +round +velaric -long	◌ʘ ◌ʷ ◌ˠ
ʘʷˠʰ	ʘʷˠʰ	-syl -son +cons -cont -delrel -lat -nas -voi +sg -cg -cor +lab +hi -lo +back +round +velaric -long	◌ʘ ◌ʷ ◌ˠ ◌ʰ
ʘʷˤ	ʘʷˤ	-syl -son +cons -cont -delrel -lat -nas -voi -sg -cg -cor +lab +hi +lo +back +round +velaric -long	◌ʘ ◌ʷ ◌ˤ
ʘʷˤʰ	ʘʷˤʰ	-syl -son +cons -cont -delrel -lat -nas -voi +sg -cg -cor +lab +hi +lo +back +round +velaric -long	◌ʘ ◌ʷ ◌ˤ ◌ʰ
ʘˀ	ʘˀ	-syl -son +cons -cont -delrel -lat -nas -voi -sg +cg -cor +lab +hi -lo -round +velaric -long	◌ʘ ◌ˀ
ʘː	ʘː	-syl -son +cons -cont -delrel -lat -nas -voi -sg -cg -cor +lab +hi -lo -round +velaric +long	◌ʘ ◌ː
ʘˠ	ʘˠ	-syl -son +cons -cont -delrel -lat -nas -voi -sg -cg -cor +lab +hi -lo +back -round +velaric -long	◌ʘ ◌ˠ
ʘˠʰ	ʘʰˠ	-syl -son +cons -cont -delrel -lat -nas -voi +sg -cg -cor +lab +hi -lo +back -round +velaric -long	◌ʘ ◌ˠ ◌ʰ
ʘˠː	ʘːˠ	-syl -son +cons -cont -delrel -lat -nas -voi -sg -cg -cor +lab +hi -lo +back -round +velaric +long	◌ʘ ◌ˠ ◌ː
ʘˤ	ʘˤ	-syl -son +cons -cont -delrel -lat -nas -voi -sg -cg -cor +lab +hi +lo +back -round +velaric -long	◌ʘ ◌ˤ
ʘˤʰ	ʘʰˤ	-syl -son +cons -cont -delrel -lat -nas -voi +sg -cg -cor +lab +hi +lo +back -round +velaric -long	◌ʘ ◌ˤ ◌ʰ
ʘˤʰ	ʘˤʰ	-syl -son +cons -cont -delrel -lat -nas -voi +sg -cg -cor +lab +hi +lo +back -round +velaric -long	◌ʘ ◌ˤ ◌ʰ
ʘˤː	ʘːˤ	-syl -son +cons -cont -delrel -lat -nas -voi -sg -cg -cor +lab +hi +lo +back -round +velaric +long	◌ʘ ◌ˤ ◌ː
ʘˤː	ʘˤː	-syl -son +cons -cont -delrel -lat -nas -voi -sg -cg -cor +lab +hi +lo +back -round +velaric +long	◌ʘ ◌ˤ ◌ː
ʘ̟	ʘ̟	-syl -son +cons -cont -delrel -lat -nas -voi -sg -cg -cor +lab +hi -lo -round +velaric -long	◌ʘ ◌̟
ʘ̠	ʘ̠	-syl -son +cons -cont -delrel -lat -nas -voi -sg -cg -cor +lab +hi -lo -round +velaric -long	◌ʘ ◌̠
ʘ’	ʘʼ	-syl -son +cons -cont -delrel -lat -nas -voi -sg +cg -cor +lab +hi -lo -round +velaric -long	◌ʘ ◌’
ʘ’ʲ	ʘʲʼ	-syl -son +cons -cont -delrel -lat -nas -voi -sg +cg -cor +lab +hi -lo -back -round +velaric -long	◌ʘ ◌’ ◌ʲ
ʘ’ʲ	ʘʼʲ	-syl -son +cons -cont -delrel -lat -nas -voi -sg +cg -cor +lab +hi -lo -back -round +velaric -long	◌ʘ ◌’ ◌ʲ
ʘ’ʷ	ʘʷʼ	-syl -son +cons -cont -delrel -lat -nas -voi -sg +cg -cor +lab +hi -lo +back +round +velaric -long	◌ʘ ◌’ ◌ʷ
ʘ’ʷ	ʘʼʷ	-syl -son +cons -cont -delrel -lat -nas -voi -sg +cg -cor +lab +hi -lo +back +round +velaric -long	◌ʘ ◌’ ◌ʷ
ʘ’ʷˤ	ʘʷˤʼ	-syl -son +cons -cont -delrel -lat -nas -voi -sg +cg -cor +lab +hi +lo +back +round +velaric -long	◌ʘ ◌’ ◌ʷ ◌ˤ
