ID	NAME	FEATURES	TYPE	GRAPHEME	UNICODE	GENERATED	NOTE
from_rounded_close_back_to_nasalized_unrounded_open-mid_front_diphthong	from rounded close back to nasalized unrounded open-mid front diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_back vowel_nasalization_nasalized vowel_roundedness_unrounded vowel_height_open-mid vowel_centrality_front	diphthong	uɛ̃	LATIN SMALL LETTER U / LATIN SMALL LETTER OPEN E / COMBINING TILDE	+	
from_rounded_close_back_to_nasalized_unrounded_open_front_diphthong	from rounded close back to nasalized unrounded open front diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_back vowel_nasalization_nasalized vowel_roundedness_unrounded vowel_height_open vowel_centrality_front	diphthong	uã	LATIN SMALL LETTER U / LATIN SMALL LETTER A / COMBINING TILDE	+	
from_rounded_close_back_to_nasalized_unrounded_open_back_diphthong	from rounded close back to nasalized unrounded open back diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_back vowel_nasalization_nasalized vowel_roundedness_unrounded vowel_height_open vowel_centrality_back	diphthong	uɑ̃	LATIN SMALL LETTER U / LATIN SMALL LETTER ALPHA / COMBINING TILDE	+	
from_rounded_close_back_to_nasalized_unrounded_mid_central_diphthong	from rounded close back to nasalized unrounded mid central diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_back vowel_nasalization_nasalized vowel_roundedness_unrounded vowel_height_mid vowel_centrality_central	diphthong	uə̃	LATIN SMALL LETTER U / LATIN SMALL LETTER SCHWA / COMBINING TILDE	+	
from_rounded_close_back_to_nasalized_unrounded_close-mid_front_diphthong	from rounded close back to nasalized unrounded close-mid front diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_back vowel_nasalization_nasalized vowel_roundedness_unrounded vowel_height_close-mid vowel_centrality_front	diphthong	uẽ	LATIN SMALL LETTER U / LATIN SMALL LETTER E / COMBINING TILDE	+	
from_rounded_close_back_to_nasalized_rounded_open-mid_back_diphthong	from rounded close back to nasalized rounded open-mid back diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_back vowel_nasalization_nasalized vowel_roundedness_rounded vowel_height_open-mid vowel_centrality_back	diphthong	uɔ̃	LATIN SMALL LETTER U / LATIN SMALL LETTER OPEN O / COMBINING TILDE	+	
from_rounded_close_back_to_long_unrounded_open_front_diphthong	from rounded close back to long unrounded open front diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_back vowel_duration_long vowel_roundedness_unrounded vowel_height_open vowel_centrality_front	diphthong	uaː	LATIN SMALL LETTER U / LATIN SMALL LETTER A / MODIFIER LETTER TRIANGULAR COLON	+	
from_rounded_close_back_to_long_rounded_open-mid_back_diphthong	from rounded close back to long rounded open-mid back diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_back vowel_duration_long vowel_roundedness_rounded vowel_height_open-mid vowel_centrality_back	diphthong	uɔː	LATIN SMALL LETTER U / LATIN SMALL LETTER OPEN O / MODIFIER LETTER TRIANGULAR COLON	+	
from_rounded_close_back_to_long_rounded_close-mid_back_diphthong	from rounded close back to long rounded close-mid back diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_back vowel_duration_long vowel_roundedness_rounded vowel_height_close-mid vowel_centrality_back	diphthong	uoː	LATIN SMALL LETTER U / LATIN SMALL LETTER O / MODIFIER LETTER TRIANGULAR COLON	+	
from_rounded_close_back_to_long_nasalized_unrounded_open_front_diphthong	from rounded close back to long nasalized unrounded open front diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_back vowel_duration_long vowel_nasalization_nasalized vowel_roundedness_unrounded vowel_height_open vowel_centrality_front	diphthong	uãː	LATIN SMALL LETTER U / LATIN SMALL LETTER A / COMBINING TILDE / MODIFIER LETTER TRIANGULAR COLON	+	
from_rounded_close_back_to_creaky_unrounded_mid_central_diphthong	from rounded close back to creaky unrounded mid central diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_back vowel_creakiness_creaky vowel_roundedness_unrounded vowel_height_mid vowel_centrality_central	diphthong	uə̰	LATIN SMALL LETTER U / LATIN SMALL LETTER SCHWA / COMBINING TILDE BELOW	+	
from_rounded_close_back_to_centralized_unrounded_open_front_diphthong	from rounded close back to centralized unrounded open front diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_back vowel_relative_articulation_centralized vowel_roundedness_unrounded vowel_height_open vowel_centrality_front	diphthong	uä	LATIN SMALL LETTER U / LATIN SMALL LETTER A / COMBINING DIAERESIS	+	
from_rounded_close_back_to_advanced_unrounded_open_front_diphthong	from rounded close back to advanced unrounded open front diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_back vowel_relative_articulation_advanced vowel_roundedness_unrounded vowel_height_open vowel_centrality_front	diphthong	ua̟	LATIN SMALL LETTER U / LATIN SMALL LETTER A / COMBINING PLUS SIGN BELOW	+	
from_retracted-tongue-root_unrounded_close_back_to_non-syllabic_unrounded_close_front_diphthong	from retracted-tongue-root unrounded close back to non-syllabic unrounded close front diphthong	vowel_tongue_root_retracted-tongue-root vowel_roundedness_unrounded vowel_height_close vowel_centrality_back vowel_syllabicity_non-syllabic vowel_roundedness_unrounded vowel_height_close vowel_centrality_front	diphthong	ɯ̙i̯	LATIN SMALL LETTER TURNED M / COMBINING RIGHT TACK BELOW / LATIN SMALL LETTER I / COMBINING INVERTED BREVE BELOW	+	
from_retracted_voiceless_alveolar_click_to_aspirated_voiceless_velar_fricative_cluster	from retracted voiceless alveolar click to aspirated voiceless velar fricative cluster	consonant_relative_articulation_retracted consonant_phonation_voiceless consonant_place_alveolar consonant_manner_click consonant_aspiration_aspirated consonant_phonation_voiceless consonant_place_velar consonant_manner_fricative	cluster	ǃ̠xʰ	LATIN LETTER RETROFLEX CLICK / COMBINING MINUS SIGN BELOW / LATIN SMALL LETTER X / MODIFIER LETTER SMALL H	+	
from_retracted_rounded_close_back_to_rounded_close_back_diphthong	from retracted rounded close back to rounded close back diphthong	vowel_relative_articulation_retracted vowel_roundedness_rounded vowel_height_close vowel_centrality_back vowel_roundedness_rounded vowel_height_close vowel_centrality_back	diphthong	u̠u	LATIN SMALL LETTER U / COMBINING MINUS SIGN BELOW / LATIN SMALL LETTER U	+	
from_retracted_pre-nasalized_voiceless_alveolar_stop_to_voiceless_bilabial_stop_cluster	from retracted pre-nasalized voiceless alveolar stop to voiceless bilabial stop cluster	consonant_relative_articulation_retracted consonant_preceding_pre-nasalized consonant_phonation_voiceless consonant_place_alveolar consonant_manner_stop consonant_phonation_voiceless consonant_place_bilabial consonant_manner_stop	cluster	ⁿt̠p	SUPERSCRIPT LATIN SMALL LETTER N / LATIN SMALL LETTER T / COMBINING MINUS SIGN BELOW / LATIN SMALL LETTER P	+	
from_retracted_pre-nasalized_voiceless_alveolar_stop_to_palatalized_voiceless_bilabial_stop_cluster	from retracted pre-nasalized voiceless alveolar stop to palatalized voiceless bilabial stop cluster	consonant_relative_articulation_retracted consonant_preceding_pre-nasalized consonant_phonation_voiceless consonant_place_alveolar consonant_manner_stop consonant_palatalization_palatalized consonant_phonation_voiceless consonant_place_bilabial consonant_manner_stop	cluster	ⁿt̠pʲ	SUPERSCRIPT LATIN SMALL LETTER N / LATIN SMALL LETTER T / COMBINING MINUS SIGN BELOW / LATIN SMALL LETTER P / MODIFIER LETTER SMALL J	+	
from_pre-nasalized_voiceless_velar_stop_to_with-trilled-release_voiceless_bilabial_stop_cluster	from pre-nasalized voiceless velar stop to with-trilled-release voiceless bilabial stop cluster	consonant_preceding_pre-nasalized consonant_phonation_voiceless consonant_place_velar consonant_manner_stop consonant_release_with-trilled-release consonant_phonation_voiceless consonant_place_bilabial consonant_manner_stop	cluster	ⁿkpʳ	SUPERSCRIPT LATIN SMALL LETTER N / LATIN SMALL LETTER K / LATIN SMALL LETTER P / MODIFIER LETTER SMALL R	+	
from_pre-nasalized_voiceless_velar_stop_to_voiceless_bilabial_stop_cluster	from pre-nasalized voiceless velar stop to voiceless bilabial stop cluster	consonant_preceding_pre-nasalized consonant_phonation_voiceless consonant_place_velar consonant_manner_stop consonant_phonation_voiceless consonant_place_bilabial consonant_manner_stop	cluster	ⁿkp	SUPERSCRIPT LATIN SMALL LETTER N / LATIN SMALL LETTER K / LATIN SMALL LETTER P	+	
from_pre-nasalized_voiceless_alveolar_stop_to_voiceless_bilabial_stop_cluster	from pre-nasalized voiceless alveolar stop to voiceless bilabial stop cluster	consonant_preceding_pre-nasalized consonant_phonation_voiceless consonant_place_alveolar consonant_manner_stop consonant_phonation_voiceless consonant_place_bilabial consonant_manner_stop	cluster	ⁿtp	SUPERSCRIPT LATIN SMALL LETTER N / LATIN SMALL LETTER T / LATIN SMALL LETTER P	+	
from_pre-nasalized_voiceless_alveolar_stop_to_palatalized_voiceless_bilabial_stop_cluster	from pre-nasalized voiceless alveolar stop to palatalized voiceless bilabial stop cluster	consonant_preceding_pre-nasalized consonant_phonation_voiceless consonant_place_alveolar consonant_manner_stop consonant_palatalization_palatalized consonant_phonation_voiceless consonant_place_bilabial consonant_manner_stop	cluster	ⁿtpʲ	SUPERSCRIPT LATIN SMALL LETTER N / LATIN SMALL LETTER T / LATIN SMALL LETTER P / MODIFIER LETTER SMALL J	+	
from_pharyngealized_unrounded_close_front_to_unrounded_near-open_front_diphthong	from pharyngealized unrounded close front to unrounded near-open front diphthong	vowel_pharyngealization_pharyngealized vowel_roundedness_unrounded vowel_height_close vowel_centrality_front vowel_roundedness_unrounded vowel_height_near-open vowel_centrality_front	diphthong	iˤæ	LATIN SMALL LETTER I / MODIFIER LETTER SMALL REVERSED GLOTTAL STOP / LATIN SMALL LETTER AE	+	
from_non-syllabic_unrounded_open-mid_front_to_long_unrounded_near-open_front_diphthong	from non-syllabic unrounded open-mid front to long unrounded near-open front diphthong	vowel_syllabicity_non-syllabic vowel_roundedness_unrounded vowel_height_open-mid vowel_centrality_front vowel_duration_long vowel_roundedness_unrounded vowel_height_near-open vowel_centrality_front	diphthong	ɛ̯æː	LATIN SMALL LETTER OPEN E / COMBINING INVERTED BREVE BELOW / LATIN SMALL LETTER AE / MODIFIER LETTER TRIANGULAR COLON	+	
from_non-syllabic_unrounded_near-close_near-front_to_unrounded_open-mid_front_diphthong	from non-syllabic unrounded near-close near-front to unrounded open-mid front diphthong	vowel_syllabicity_non-syllabic vowel_roundedness_unrounded vowel_height_near-close vowel_centrality_near-front vowel_roundedness_unrounded vowel_height_open-mid vowel_centrality_front	diphthong	ɪ̯ɛ	LATIN LETTER SMALL CAPITAL I / COMBINING INVERTED BREVE BELOW / LATIN SMALL LETTER OPEN E	+	
from_non-syllabic_unrounded_near-close_near-front_to_unrounded_open_front_diphthong	from non-syllabic unrounded near-close near-front to unrounded open front diphthong	vowel_syllabicity_non-syllabic vowel_roundedness_unrounded vowel_height_near-close vowel_centrality_near-front vowel_roundedness_unrounded vowel_height_open vowel_centrality_front	diphthong	ɪ̯a	LATIN LETTER SMALL CAPITAL I / COMBINING INVERTED BREVE BELOW / LATIN SMALL LETTER A	+	
from_non-syllabic_unrounded_near-close_near-front_to_rounded_open-mid_back_diphthong	from non-syllabic unrounded near-close near-front to rounded open-mid back diphthong	vowel_syllabicity_non-syllabic vowel_roundedness_unrounded vowel_height_near-close vowel_centrality_near-front vowel_roundedness_rounded vowel_height_open-mid vowel_centrality_back	diphthong	ɪ̯ɔ	LATIN LETTER SMALL CAPITAL I / COMBINING INVERTED BREVE BELOW / LATIN SMALL LETTER OPEN O	+	
from_non-syllabic_unrounded_near-close_near-front_to_lowered_rounded_close_back_diphthong	from non-syllabic unrounded near-close near-front to lowered rounded close back diphthong	vowel_syllabicity_non-syllabic vowel_roundedness_unrounded vowel_height_near-close vowel_centrality_near-front vowel_raising_lowered vowel_roundedness_rounded vowel_height_close vowel_centrality_back	diphthong	ɪ̯u̞	LATIN LETTER SMALL CAPITAL I / COMBINING INVERTED BREVE BELOW / LATIN SMALL LETTER U / COMBINING DOWN TACK BELOW	+	
from_non-syllabic_unrounded_near-close_near-front_to_centralized_unrounded_open_front_diphthong	from non-syllabic unrounded near-close near-front to centralized unrounded open front diphthong	vowel_syllabicity_non-syllabic vowel_roundedness_unrounded vowel_height_near-close vowel_centrality_near-front vowel_relative_articulation_centralized vowel_roundedness_unrounded vowel_height_open vowel_centrality_front	diphthong	ɪ̯ä	LATIN LETTER SMALL CAPITAL I / COMBINING INVERTED BREVE BELOW / LATIN SMALL LETTER A / COMBINING DIAERESIS	+	
from_non-syllabic_unrounded_mid_central_to_unrounded_close_front_diphthong	from non-syllabic unrounded mid central to unrounded close front diphthong	vowel_syllabicity_non-syllabic vowel_roundedness_unrounded vowel_height_mid vowel_centrality_central vowel_roundedness_unrounded vowel_height_close vowel_centrality_front	diphthong	ə̯i	LATIN SMALL LETTER SCHWA / COMBINING INVERTED BREVE BELOW / LATIN SMALL LETTER I	+	
from_non-syllabic_unrounded_close-mid_front_to_unrounded_open_front_diphthong	from non-syllabic unrounded close-mid front to unrounded open front diphthong	vowel_syllabicity_non-syllabic vowel_roundedness_unrounded vowel_height_close-mid vowel_centrality_front vowel_roundedness_unrounded vowel_height_open vowel_centrality_front	diphthong	e̯a	LATIN SMALL LETTER E / COMBINING INVERTED BREVE BELOW / LATIN SMALL LETTER A	+	
from_non-syllabic_unrounded_close-mid_front_to_rounded_close-mid_back_diphthong	from non-syllabic unrounded close-mid front to rounded close-mid back diphthong	vowel_syllabicity_non-syllabic vowel_roundedness_unrounded vowel_height_close-mid vowel_centrality_front vowel_roundedness_rounded vowel_height_close-mid vowel_centrality_back	diphthong	e̯o	LATIN SMALL LETTER E / COMBINING INVERTED BREVE BELOW / LATIN SMALL LETTER O	+	
from_non-syllabic_unrounded_close-mid_front_to_centralized_unrounded_open_front_diphthong	from non-syllabic unrounded close-mid front to centralized unrounded open front diphthong	vowel_syllabicity_non-syllabic vowel_roundedness_unrounded vowel_height_close-mid vowel_centrality_front vowel_relative_articulation_centralized vowel_roundedness_unrounded vowel_height_open vowel_centrality_front	diphthong	e̯ä	LATIN SMALL LETTER E / COMBINING INVERTED BREVE BELOW / LATIN SMALL LETTER A / COMBINING DIAERESIS	+	
from_non-syllabic_unrounded_close_front_to_unrounded_open-mid_front_diphthong	from non-syllabic unrounded close front to unrounded open-mid front diphthong	vowel_syllabicity_non-syllabic vowel_roundedness_unrounded vowel_height_close vowel_centrality_front vowel_roundedness_unrounded vowel_height_open-mid vowel_centrality_front	diphthong	i̯ɛ	LATIN SMALL LETTER I / COMBINING INVERTED BREVE BELOW / LATIN SMALL LETTER OPEN E	+	
from_non-syllabic_unrounded_close_front_to_unrounded_open-mid_back_diphthong	from non-syllabic unrounded close front to unrounded open-mid back diphthong	vowel_syllabicity_non-syllabic vowel_roundedness_unrounded vowel_height_close vowel_centrality_front vowel_roundedness_unrounded vowel_height_open-mid vowel_centrality_back	diphthong	i̯ʌ	LATIN SMALL LETTER I / COMBINING INVERTED BREVE BELOW / LATIN SMALL LETTER TURNED V	+	
